monster::nihlathak::nihlathakboss	Nihlathak	尼拉塞克	human	"[""hell_immune_drain_effectiveness"", ""human""]"	blizzhackers/d2data	True	"{""base_id"": ""nihlathakboss"", ""source_file"": ""monstats.json""}"
monster::oak-sage::oaksage	Oak Sage	橡木智者	\N	"[""hell_immune_poison""]"	blizzhackers/d2data	True	"{""base_id"": ""spiritofbarbs"", ""source_file"": ""monstats.json""}"
monster::oblivion-knight::dkmag1	Oblivion Knight	遺忘騎士	doomknight	"[""doomknight"", ""hell_immune_cold""]"	blizzhackers/d2data	True	"{""base_id"": ""doomknight3"", ""source_file"": ""monstats.json""}"
monster::oblivion-knight::dkmag2	Oblivion Knight	遺忘騎士	doomknight	"[""doomknight"", ""hell_immune_cold""]"	blizzhackers/d2data	True	"{""base_id"": ""doomknight3"", ""source_file"": ""monstats.json""}"
monster::oblivion-knight::dkmag3	Oblivion Knight	遺忘騎士	doomknight	"[""doomknight"", ""hell_immune_cold""]"	blizzhackers/d2data	True	"{""base_id"": ""doomknight3"", ""source_file"": ""monstats.json""}"
monster::oblivion-knight::doomknight3	Oblivion Knight	遺忘騎士	doomknight	"[""doomknight"", ""hell_immune_cold""]"	blizzhackers/d2data	True	"{""base_id"": ""doomknight3"", ""source_file"": ""monstats.json""}"
monster::overlord::overseer3	Overlord	霸主	overseer	"[""hell_immune_cold"", ""hell_immune_drain_effectiveness"", ""overseer""]"	blizzhackers/d2data	True	"{""base_id"": ""overseer1"", ""source_file"": ""monstats.json""}"
monster::overseer::overseer1	Overseer	督軍	overseer	"[""hell_immune_cold"", ""hell_immune_drain_effectiveness"", ""overseer""]"	blizzhackers/d2data	True	"{""base_id"": ""overseer1"", ""source_file"": ""monstats.json""}"
monster::pain-worm::painworm1	Pain Worm	疼痛之蟲	vilekind	"[""hell_immune_fire"", ""vilekind""]"	blizzhackers/d2data	True	"{""base_id"": ""painworm1"", ""source_file"": ""monstats.json""}"
monster::pit-lord::megademon2	Pit Lord	洞穴之王	megademon	"[""hell_immune_fire"", ""megademon""]"	blizzhackers/d2data	True	"{""base_id"": ""megademon1"", ""source_file"": ""monstats.json""}"
monster::pit-lord::megademon5	Pit Lord	洞穴之王	megademon	"[""hell_immune_fire"", ""megademon""]"	blizzhackers/d2data	True	"{""base_id"": ""megademon1"", ""source_file"": ""monstats.json""}"
monster::pit-lord::megademon6	Pit Lord	洞穴之王	megademon	"[""hell_immune_cold"", ""hell_immune_fire"", ""hell_immune_lightning"", ""hell_immune_magic"", ""hell_immune_poison"", ""megademon""]"	blizzhackers/d2data	True	"{""base_id"": ""megademon1"", ""source_file"": ""monstats.json""}"
monster::pit-viper::clawviper4	Pit Viper	洞窟腹蛇	clawviper	"[""clawviper"", ""hell_immune_cold""]"	blizzhackers/d2data	True	"{""base_id"": ""clawviper1"", ""source_file"": ""monstats.json""}"
monster::pit-viper::clawviper7	Pit Viper	洞窟腹蛇	clawviper	"[""clawviper"", ""hell_immune_cold"", ""hell_immune_poison""]"	blizzhackers/d2data	True	"{""base_id"": ""clawviper1"", ""source_file"": ""monstats.json""}"
monster::plague-bearer::darkelder	Plague Bearer	瘟疫散佈者	zombie	"[""hell_immune_magic"", ""zombie""]"	blizzhackers/d2data	True	"{""base_id"": ""darkelder"", ""source_file"": ""monstats.json""}"
monster::plague-bearer::zombie5	Plague Bearer	瘟疫散佈者	zombie	"[""hell_immune_magic"", ""zombie""]"	blizzhackers/d2data	True	"{""base_id"": ""zombie1"", ""source_file"": ""monstats.json""}"
monster::plague-bugs::swarm3	Plague Bugs	瘟疫之蟲	swarm	"[""hell_immune_physical"", ""swarm""]"	blizzhackers/d2data	True	"{""base_id"": ""swarm1"", ""source_file"": ""monstats.json""}"
monster::poison-spinner::arach3	Poison Spinner	毒氣旋轉者	arach	"[""arach"", ""hell_immune_poison""]"	blizzhackers/d2data	True	"{""base_id"": ""arach1"", ""source_file"": ""monstats.json""}"
monster::preserved-dead::mummy4	Preserved Dead	不朽死屍怪	mummy	"[""hell_immune_poison"", ""mummy""]"	blizzhackers/d2data	True	"{""base_id"": ""mummy1"", ""source_file"": ""monstats.json""}"
monster::prison-door::prisondoor	Prison Door	牢門	\N	"[""hell_immune_poison""]"	blizzhackers/d2data	True	"{""base_id"": ""prisondoor"", ""source_file"": ""monstats.json""}"
monster::protectorspirit::colbarbfrenzy	ProtectorSpirit	ProtectorSpirit	human	"[""hell_immune_cold"", ""hell_immune_drain_effectiveness"", ""human""]"	blizzhackers/d2data	True	"{""base_id"": ""act5barb2"", ""source_file"": ""monstats.json""}"
monster::prowling-dead::reanimatedhorde3	Prowling Dead	爬行屍	zombie	"[""hell_immune_cold"", ""zombie""]"	blizzhackers/d2data	True	"{""base_id"": ""reanimatedhorde1"", ""source_file"": ""monstats.json""}"
monster::putrid-defiler::putriddefiler1	Putrid Defiler	腐敗污穢者	putriddefiler	"[""hell_immune_poison"", ""putriddefiler""]"	blizzhackers/d2data	True	"{""base_id"": ""putriddefiler1"", ""source_file"": ""monstats.json""}"
monster::quill-rat::quillrat1	Quill Rat	硬毛老鼠	quillrat	"[""hell_immune_drain_effectiveness"", ""quillrat""]"	blizzhackers/d2data	True	"{""base_id"": ""quillrat1"", ""source_file"": ""monstats.json""}"
monster::quill-rat::quillrat6	Quill Rat	硬毛老鼠	quillrat	"[""hell_immune_drain_effectiveness"", ""hell_immune_fire"", ""quillrat""]"	blizzhackers/d2data	True	"{""base_id"": ""quillrat1"", ""source_file"": ""monstats.json""}"
monster::radament::radament	Radament	羅達門特	demon	"[""demon""]"	blizzhackers/d2data	True	"{""base_id"": ""radament"", ""source_file"": ""monstats.json""}"
monster::rancid-defiler::putriddefiler4	Rancid Defiler	惡臭污穢者	putriddefiler	"[""hell_immune_poison"", ""putriddefiler""]"	blizzhackers/d2data	True	"{""base_id"": ""putriddefiler1"", ""source_file"": ""monstats.json""}"
monster::rank-defiler::putriddefiler5	Rank Defiler	下賤污穢者	putriddefiler	"[""hell_immune_poison"", ""putriddefiler""]"	blizzhackers/d2data	True	"{""base_id"": ""putriddefiler1"", ""source_file"": ""monstats.json""}"
monster::rat-man::fetish1	Rat Man	鼠人	fetish	"[""fetish"", ""hell_immune_drain_effectiveness"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""fetish1"", ""source_file"": ""monstats.json""}"
monster::rat-man::fetish11	Rat Man	鼠人	fetish	"[""fetish"", ""hell_immune_drain_effectiveness""]"	blizzhackers/d2data	True	"{""base_id"": ""fetish11"", ""source_file"": ""monstats.json""}"
monster::rat-man::fetishblow1	Rat Man	鼠人	fetish	"[""fetish"", ""hell_immune_drain_effectiveness"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""fetishblow1"", ""source_file"": ""monstats.json""}"
monster::ratman-shaman::fetishshaman1	RatMan Shaman	鼠人巫師	fetish	"[""fetish"", ""hell_immune_drain_effectiveness"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""fetishshaman1"", ""source_file"": ""monstats.json""}"
monster::razor-spine::quillrat4	Razor Spine	剃刀山脊怪	quillrat	"[""hell_immune_drain_effectiveness"", ""quillrat""]"	blizzhackers/d2data	True	"{""base_id"": ""quillrat1"", ""source_file"": ""monstats.json""}"
monster::razor-spine::quillrat8	Razor Spine	剃刀山脊怪	quillrat	"[""hell_immune_drain_effectiveness"", ""hell_immune_lightning"", ""quillrat""]"	blizzhackers/d2data	True	"{""base_id"": ""quillrat1"", ""source_file"": ""monstats.json""}"
monster::reanimated-horde::reanimatedhorde2	Reanimated Horde	再生屍	zombie	"[""hell_immune_cold"", ""zombie""]"	blizzhackers/d2data	True	"{""base_id"": ""reanimatedhorde1"", ""source_file"": ""monstats.json""}"
monster::returned::skeleton2	Returned	復活的怪物	skeleton	"[""hell_immune_poison"", ""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""skeleton1"", ""source_file"": ""monstats.json""}"
monster::returned::skeleton7	Returned	復活的怪物	skeleton	"[""hell_immune_lightning"", ""hell_immune_poison"", ""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""skeleton1"", ""source_file"": ""monstats.json""}"
monster::returned::skeleton8	Returned	復活的怪物	skeleton	"[""hell_immune_lightning"", ""hell_immune_poison"", ""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""skeleton1"", ""source_file"": ""monstats.json""}"
monster::returned-archer::sk_archer2	Returned Archer	復生的弓箭手	skeleton	"[""hell_immune_poison"", ""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""sk_archer1"", ""source_file"": ""monstats.json""}"
monster::returned-archer::sk_archer9	Returned Archer	復生的弓箭手	skeleton	"[""hell_immune_poison"", ""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""sk_archer1"", ""source_file"": ""monstats.json""}"
monster::returned-mage::skmage_cold1	Returned Mage	復生的法師	skeleton	"[""hell_immune_cold"", ""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""skmage_cold1"", ""source_file"": ""monstats.json""}"
monster::returned-mage::skmage_fire1	Returned Mage	復生的法師	skeleton	"[""hell_immune_fire"", ""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""skmage_fire1"", ""source_file"": ""monstats.json""}"
monster::returned-mage::skmage_fire5	Returned Mage	復生的法師	skeleton	"[""hell_immune_fire"", ""hell_immune_poison"", ""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""skmage_fire1"", ""source_file"": ""monstats.json""}"
monster::returned-mage::skmage_ltng1	Returned Mage	復生的法師	skeleton	"[""hell_immune_lightning"", ""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""skmage_ltng1"", ""source_file"": ""monstats.json""}"
monster::returned-mage::skmage_ltng5	Returned Mage	復生的法師	skeleton	"[""hell_immune_lightning"", ""hell_immune_poison"", ""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""skmage_ltng1"", ""source_file"": ""monstats.json""}"
monster::returned-mage::skmage_pois1	Returned Mage	復生的法師	skeleton	"[""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""skmage_pois1"", ""source_file"": ""monstats.json""}"
monster::river-stalker::tentacle2	River Stalker	河流潛行觸角	tentacle	"[""hell_immune_poison"", ""tentacle""]"	blizzhackers/d2data	True	"{""base_id"": ""tentacle1"", ""source_file"": ""monstats.json""}"
monster::river-stalker::tentaclehead2	River Stalker	河流潛行水怪	tentacle	"[""hell_immune_poison"", ""tentacle""]"	blizzhackers/d2data	True	"{""base_id"": ""tentaclehead1"", ""source_file"": ""monstats.json""}"
monster::rock-dweller::baboon2	Rock Dweller	石地居民	baboon	"[""baboon"", ""hell_immune_drain_effectiveness"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""baboon1"", ""source_file"": ""monstats.json""}"
monster::rock-worm::sandmaggot2	Rock Worm	石蟲	sandmaggot	"[""hell_immune_poison"", ""sandmaggot""]"	blizzhackers/d2data	True	"{""base_id"": ""sandmaggot1"", ""source_file"": ""monstats.json""}"
monster::rock-worm-egg::maggotegg2	Rock Worm Egg	石蟲之蛋	\N	[]	blizzhackers/d2data	True	"{""base_id"": ""maggotegg1"", ""source_file"": ""monstats.json""}"
monster::rock-worm-queen::maggotqueen2	Rock Worm Queen	石蟲皇后	sandmaggot	"[""hell_immune_poison"", ""sandmaggot""]"	blizzhackers/d2data	True	"{""base_id"": ""maggotqueen1"", ""source_file"": ""monstats.json""}"
monster::rock-worm-young::maggotbaby2	Rock Worm Young	石蟲幼生	sandmaggot	"[""hell_immune_poison"", ""sandmaggot""]"	blizzhackers/d2data	True	"{""base_id"": ""maggotbaby1"", ""source_file"": ""monstats.json""}"
monster::rogue::roguehire	Rogue	蘿格	human	"[""hell_immune_drain_effectiveness"", ""human""]"	blizzhackers/d2data	True	"{""base_id"": ""roguehire"", ""source_file"": ""monstats.json""}"
monster::rogue-scout::rogue2	Rogue Scout	蘿格斥候	human	"[""hell_immune_drain_effectiveness"", ""human""]"	blizzhackers/d2data	True	"{""base_id"": ""rogue2"", ""source_file"": ""monstats.json""}"
monster::rot-walker::reanimatedhorde1	Rot Walker	腐行者	zombie	"[""hell_immune_cold"", ""zombie""]"	blizzhackers/d2data	True	"{""base_id"": ""reanimatedhorde1"", ""source_file"": ""monstats.json""}"
monster::saber-cat::pantherwoman2	Saber Cat	劍齒貓	pantherwoman	"[""hell_immune_drain_effectiveness"", ""hell_immune_fire"", ""pantherwoman""]"	blizzhackers/d2data	True	"{""base_id"": ""pantherwoman1"", ""source_file"": ""monstats.json""}"
monster::saber-cat::pantherwoman6	Saber Cat	劍齒貓	pantherwoman	"[""hell_immune_drain_effectiveness"", ""pantherwoman""]"	blizzhackers/d2data	True	"{""base_id"": ""pantherwoman1"", ""source_file"": ""monstats.json""}"
monster::salamander::clawviper3	Salamander	蠑螈蛇怪	clawviper	"[""clawviper"", ""hell_immune_cold""]"	blizzhackers/d2data	True	"{""base_id"": ""clawviper1"", ""source_file"": ""monstats.json""}"
monster::salamander::clawviper8	Salamander	蠑螈蛇怪	clawviper	"[""clawviper"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""clawviper1"", ""source_file"": ""monstats.json""}"
monster::sand-fisher::arach2	Sand Fisher	沙漠釣者	arach	"[""arach"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""arach1"", ""source_file"": ""monstats.json""}"
monster::sand-leaper::sandleaper1	Sand Leaper	沙地跳躍者	sandleaper	"[""hell_immune_fire"", ""sandleaper""]"	blizzhackers/d2data	True	"{""base_id"": ""sandleaper1"", ""source_file"": ""monstats.json""}"
monster::sand-maggot::sandmaggot1	Sand Maggot	沙蟲	sandmaggot	"[""hell_immune_poison"", ""sandmaggot""]"	blizzhackers/d2data	True	"{""base_id"": ""sandmaggot1"", ""source_file"": ""monstats.json""}"
monster::sand-maggot-egg::maggotegg1	Sand Maggot Egg	沙蟲之蛋	\N	[]	blizzhackers/d2data	True	"{""base_id"": ""maggotegg1"", ""source_file"": ""monstats.json""}"
monster::sand-maggot-queen::maggotqueen1	Sand Maggot Queen	沙蟲皇后	sandmaggot	"[""hell_immune_poison"", ""sandmaggot""]"	blizzhackers/d2data	True	"{""base_id"": ""maggotqueen1"", ""source_file"": ""monstats.json""}"
monster::sand-maggot-young::maggotbaby1	Sand Maggot Young	沙蟲幼生	sandmaggot	"[""hell_immune_poison"", ""sandmaggot""]"	blizzhackers/d2data	True	"{""base_id"": ""maggotbaby1"", ""source_file"": ""monstats.json""}"
monster::sand-raider::sandraider1	Sand Raider	沙地騎士	sandraider	"[""hell_immune_fire"", ""sandraider""]"	blizzhackers/d2data	True	"{""base_id"": ""sandraider1"", ""source_file"": ""monstats.json""}"
monster::sand-raider::sandraider8	Sand Raider	沙地騎士	sandraider	"[""hell_immune_fire"", ""sandraider""]"	blizzhackers/d2data	True	"{""base_id"": ""sandraider1"", ""source_file"": ""monstats.json""}"
monster::scarab::scarab3	Scarab	聖甲蟲	scarab	"[""hell_immune_lightning"", ""scarab""]"	blizzhackers/d2data	True	"{""base_id"": ""scarab1"", ""source_file"": ""monstats.json""}"
monster::scarab::scarab6	Scarab	聖甲蟲	scarab	"[""hell_immune_lightning"", ""scarab""]"	blizzhackers/d2data	True	"{""base_id"": ""scarab1"", ""source_file"": ""monstats.json""}"
monster::serpent-magus::clawviper10	Serpent Magus	法蛇法師	clawviper	"[""clawviper"", ""hell_immune_poison""]"	blizzhackers/d2data	True	"{""base_id"": ""clawviper1"", ""source_file"": ""monstats.json""}"
monster::serpent-magus::clawviper5	Serpent Magus	法蛇法師	clawviper	"[""clawviper"", ""hell_immune_cold""]"	blizzhackers/d2data	True	"{""base_id"": ""clawviper1"", ""source_file"": ""monstats.json""}"
monster::sexton::cantor1	Sexton	教堂司事	zakarum	"[""hell_immune_cold"", ""hell_immune_drain_effectiveness"", ""zakarum""]"	blizzhackers/d2data	True	"{""base_id"": ""cantor1"", ""source_file"": ""monstats.json""}"
monster::shadow-master::shadowmaster	Shadow Master	支配影子	\N	[]	blizzhackers/d2data	True	"{""base_id"": ""shadowmaster"", ""source_file"": ""monstats.json""}"
monster::shadow-warrior::shadowwarrior	Shadow Warrior	影子戰士	\N	[]	blizzhackers/d2data	True	"{""base_id"": ""shadowwarrior"", ""source_file"": ""monstats.json""}"
monster::siege-beast::siegebeast1	Siege Beast	攻城獸	siegebeast	"[""hell_immune_drain_effectiveness"", ""hell_immune_fire"", ""siegebeast""]"	blizzhackers/d2data	True	"{""base_id"": ""siegebeast1"", ""source_file"": ""monstats.json""}"
monster::siren::succubuswitch1	Siren	賽連	succubus	"[""hell_immune_cold"", ""succubus""]"	blizzhackers/d2data	True	"{""base_id"": ""succubuswitch1"", ""source_file"": ""monstats.json""}"
monster::siren::succubuswitch6	Siren	賽連	succubus	"[""hell_immune_cold"", ""succubus""]"	blizzhackers/d2data	True	"{""base_id"": ""succubuswitch1"", ""source_file"": ""monstats.json""}"
monster::skeleton::skeleton1	Skeleton	骷髏	skeleton	"[""hell_immune_lightning"", ""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""skeleton1"", ""source_file"": ""monstats.json""}"
monster::skeleton-archer::sk_archer1	Skeleton Archer	骷髏弓箭手	skeleton	"[""hell_immune_poison"", ""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""sk_archer1"", ""source_file"": ""monstats.json""}"
monster::slayer::minion2	Slayer	殺手	minion	"[""hell_immune_fire"", ""minion""]"	blizzhackers/d2data	True	"{""base_id"": ""minion1"", ""source_file"": ""monstats.json""}"
monster::slayer::minion9	Slayer	殺手	minion	"[""hell_immune_cold"", ""minion""]"	blizzhackers/d2data	True	"{""base_id"": ""minion1"", ""source_file"": ""monstats.json""}"
monster::slime-prince::frogdemon3	Slime Prince	黏蟲王子	frogdemon	"[""frogdemon"", ""hell_immune_poison""]"	blizzhackers/d2data	True	"{""base_id"": ""frogdemon1"", ""source_file"": ""monstats.json""}"
monster::slinger::slinger1	Slinger	投石怪	pantherwoman	"[""hell_immune_cold"", ""hell_immune_drain_effectiveness"", ""pantherwoman""]"	blizzhackers/d2data	True	"{""base_id"": ""slinger1"", ""source_file"": ""monstats.json""}"
monster::slinger::slinger7	Slinger	投石怪	pantherwoman	"[""hell_immune_drain_effectiveness"", ""hell_immune_fire"", ""pantherwoman""]"	blizzhackers/d2data	True	"{""base_id"": ""slinger1"", ""source_file"": ""monstats.json""}"
monster::slinger::slinger8	Slinger	投石怪	pantherwoman	"[""hell_immune_cold"", ""hell_immune_drain_effectiveness"", ""pantherwoman""]"	blizzhackers/d2data	True	"{""base_id"": ""slinger1"", ""source_file"": ""monstats.json""}"
monster::slinger::slinger9	Slinger	投石怪	pantherwoman	"[""hell_immune_drain_effectiveness"", ""hell_immune_poison"", ""pantherwoman""]"	blizzhackers/d2data	True	"{""base_id"": ""slinger1"", ""source_file"": ""monstats.json""}"
monster::snow-drifter::snowyeti1	Snow Drifter	雪飄者	snowyeti	"[""hell_immune_cold"", ""hell_immune_drain_effectiveness"", ""snowyeti""]"	blizzhackers/d2data	True	"{""base_id"": ""snowyeti1"", ""source_file"": ""monstats.json""}"
monster::soul-killer::fetish4	Soul Killer	靈魂殺手	fetish	"[""fetish"", ""hell_immune_drain_effectiveness"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""fetish1"", ""source_file"": ""monstats.json""}"
monster::soul-killer::fetish8	Soul Killer	靈魂殺手	fetish	"[""fetish"", ""hell_immune_drain_effectiveness"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""fetish1"", ""source_file"": ""monstats.json""}"
monster::soul-killer::fetishblow4	Soul Killer	靈魂殺手	fetish	"[""fetish"", ""hell_immune_drain_effectiveness"", ""hell_immune_poison""]"	blizzhackers/d2data	True	"{""base_id"": ""fetishblow1"", ""source_file"": ""monstats.json""}"
monster::soul-killer::fetishblow8	Soul Killer	靈魂殺手	fetish	"[""fetish"", ""hell_immune_drain_effectiveness"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""fetishblow1"", ""source_file"": ""monstats.json""}"
monster::soul-killer-shaman::fetishshaman4	Soul Killer Shaman	靈魂殺手巫師	fetish	"[""fetish"", ""hell_immune_drain_effectiveness"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""fetishshaman1"", ""source_file"": ""monstats.json""}"
monster::soul-killer-shaman::fetishshaman8	Soul Killer Shaman	靈魂殺手巫師	fetish	"[""fetish"", ""hell_immune_drain_effectiveness"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""fetishshaman1"", ""source_file"": ""monstats.json""}"
monster::spear-cat::slinger2	Spear Cat	矛之貓	pantherwoman	"[""hell_immune_cold"", ""hell_immune_drain_effectiveness"", ""pantherwoman""]"	blizzhackers/d2data	True	"{""base_id"": ""slinger1"", ""source_file"": ""monstats.json""}"
monster::spear-cat::slinger5	Spear Cat	矛之貓	pantherwoman	"[""hell_immune_drain_effectiveness"", ""pantherwoman""]"	blizzhackers/d2data	True	"{""base_id"": ""slinger5"", ""source_file"": ""monstats.json""}"
monster::specter::wraith3	Specter	妖魂	wraith	"[""hell_immune_physical"", ""wraith""]"	blizzhackers/d2data	True	"{""base_id"": ""wraith1"", ""source_file"": ""monstats.json""}"
monster::specter::wraith8	Specter	妖魂	wraith	"[""hell_immune_physical"", ""hell_immune_poison"", ""wraith""]"	blizzhackers/d2data	True	"{""base_id"": ""wraith1"", ""source_file"": ""monstats.json""}"
monster::specter::wraith9	Specter	妖魂	wraith	"[""hell_immune_physical"", ""hell_immune_poison"", ""wraith""]"	blizzhackers/d2data	True	"{""base_id"": ""wraith1"", ""source_file"": ""monstats.json""}"
monster::spider-magus::arach5	Spider Magus	蜘蛛魔法師	arach	"[""arach"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""arach1"", ""source_file"": ""monstats.json""}"
monster::spike-fiend::quillrat2	Spike Fiend	長釘惡魔	quillrat	"[""hell_immune_drain_effectiveness"", ""quillrat""]"	blizzhackers/d2data	True	"{""base_id"": ""quillrat1"", ""source_file"": ""monstats.json""}"
monster::spike-fiend::quillrat7	Spike Fiend	長釘惡魔	quillrat	"[""hell_immune_cold"", ""hell_immune_drain_effectiveness"", ""quillrat""]"	blizzhackers/d2data	True	"{""base_id"": ""quillrat1"", ""source_file"": ""monstats.json""}"
monster::spikefist::thornhulk4	Spikefist	釘拳魔	thornhulk	"[""hell_immune_cold"", ""thornhulk""]"	blizzhackers/d2data	True	"{""base_id"": ""thornhulk1"", ""source_file"": ""monstats.json""}"
monster::spirit-wolf::spiritwolf	Spirit Wolf	精神之狼	\N	"[""hell_immune_drain_effectiveness""]"	blizzhackers/d2data	True	"{""base_id"": ""spiritwolf"", ""source_file"": ""monstats.json""}"
monster::spirit-of-barbs::spiritofbarbs	Spirit of Barbs	倒刺之魂	\N	"[""hell_immune_poison""]"	blizzhackers/d2data	True	"{""base_id"": ""spiritofbarbs"", ""source_file"": ""monstats.json""}"
monster::steel-scarab::scarab4	Steel Scarab	鋼鐵聖甲蟲	scarab	"[""hell_immune_lightning"", ""scarab""]"	blizzhackers/d2data	True	"{""base_id"": ""scarab1"", ""source_file"": ""monstats.json""}"
monster::steel-scarab::scarab7	Steel Scarab	鋼鐵聖甲蟲	scarab	"[""hell_immune_lightning"", ""scarab""]"	blizzhackers/d2data	True	"{""base_id"": ""scarab1"", ""source_file"": ""monstats.json""}"
monster::steel-scarab::scarab8	Steel Scarab	鋼鐵聖甲蟲	scarab	"[""hell_immune_lightning"", ""scarab""]"	blizzhackers/d2data	True	"{""base_id"": ""scarab1"", ""source_file"": ""monstats.json""}"
monster::storm-caster::fingermage3	Storm Caster	暴風施術者	fingermage	"[""fingermage"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""fingermage1"", ""source_file"": ""monstats.json""}"
monster::storm-caster::fingermage5	Storm Caster	暴風施術者	fingermage	"[""fingermage"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""fingermage1"", ""source_file"": ""monstats.json""}"
monster::strmonsterwindow::window1	StrMonsterWindow	StrMonsterWindow	\N	[]	blizzhackers/d2data	True	"{""base_id"": ""window1"", ""source_file"": ""monstats.json""}"
monster::strmonsterwindow::window2	StrMonsterWindow	StrMonsterWindow	\N	[]	blizzhackers/d2data	True	"{""base_id"": ""window2"", ""source_file"": ""monstats.json""}"
monster::strangler::fingermage2	Strangler	扼殺者	fingermage	"[""fingermage"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""fingermage1"", ""source_file"": ""monstats.json""}"
monster::strangler::fingermage4	Strangler	扼殺者	fingermage	"[""fingermage"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""fingermage1"", ""source_file"": ""monstats.json""}"
monster::stygian-dog::vilechild2	Stygian Dog	冥河之犬	vilekind	"[""hell_immune_cold"", ""vilekind""]"	blizzhackers/d2data	True	"{""base_id"": ""vilechild1"", ""source_file"": ""monstats.json""}"
monster::stygian-doll::fetish5	Stygian Doll	冥河娃娃	fetish	"[""fetish"", ""hell_immune_drain_effectiveness"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""fetish1"", ""source_file"": ""monstats.json""}"
monster::stygian-doll::fetish7	Stygian Doll	冥河娃娃	fetish	"[""fetish"", ""hell_immune_drain_effectiveness"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""fetish1"", ""source_file"": ""monstats.json""}"
monster::stygian-doll::fetishblow5	Stygian Doll	冥河娃娃	fetish	"[""fetish"", ""hell_immune_drain_effectiveness"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""fetishblow1"", ""source_file"": ""monstats.json""}"
monster::stygian-doll::fetishblow7	Stygian Doll	冥河娃娃	fetish	"[""fetish"", ""hell_immune_drain_effectiveness"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""fetishblow1"", ""source_file"": ""monstats.json""}"
monster::stygian-doll-shaman::fetishshaman5	Stygian Doll Shaman	冥河娃娃巫師	fetish	"[""fetish"", ""hell_immune_drain_effectiveness"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""fetishshaman1"", ""source_file"": ""monstats.json""}"
monster::stygian-doll-shaman::fetishshaman7	Stygian Doll Shaman	冥河娃娃巫師	fetish	"[""fetish"", ""hell_immune_drain_effectiveness"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""fetishshaman1"", ""source_file"": ""monstats.json""}"
monster::stygian-fury::succubuswitch3	Stygian Fury	冥河之怒	succubus	"[""hell_immune_physical"", ""succubus""]"	blizzhackers/d2data	True	"{""base_id"": ""succubuswitch1"", ""source_file"": ""monstats.json""}"
monster::stygian-hag::vilemother2	Stygian Hag	冥河夜叉	vilekind	"[""hell_immune_cold"", ""vilekind""]"	blizzhackers/d2data	True	"{""base_id"": ""vilemother1"", ""source_file"": ""monstats.json""}"
monster::stygian-harlot::succubus3	Stygian Harlot	冥河妖婦	succubus	"[""hell_immune_lightning"", ""succubus""]"	blizzhackers/d2data	True	"{""base_id"": ""succubus1"", ""source_file"": ""monstats.json""}"
monster::stygian-watcher::tentacle3	Stygian Watcher	冥河看管觸角	tentacle	"[""hell_immune_poison"", ""tentacle""]"	blizzhackers/d2data	True	"{""base_id"": ""tentacle1"", ""source_file"": ""monstats.json""}"
monster::stygian-watcher::tentaclehead3	Stygian Watcher	冥河看管水怪	tentacle	"[""hell_immune_poison"", ""tentacle""]"	blizzhackers/d2data	True	"{""base_id"": ""tentaclehead1"", ""source_file"": ""monstats.json""}"
